id,name,review_count,price,is_closed,latitude,longitude,city,state,zip_code,country,rating,phone,term,image
glider-sydney,Glider,6,$$,False,-33.87371,151.22218,Sydney,NSW,2011,AU,4.5,+61410992354,restaurants,https://s3-media4.fl.yelpcdn.com/bphoto/8074od3IewMvTnVN9-oTlw/o.jpg
gojima-sydney,Gojima,4,N/A,False,-33.8691,151.19536,Sydney,NSW,2009,AU,4.5,,restaurants,https://s3-media3.fl.yelpcdn.com/bphoto/cSzOHv78jsX-Jlxki7AxIQ/o.jpg
gowings-bar-and-grill-sydney,Gowings Bar & Grill,33,$$,False,-33.8710230187064,151.207173880371,Sydney,NSW,2000,AU,3.5,+61282620062,restaurants,https://s3-media4.fl.yelpcdn.com/bphoto/uJHugmPKRaaoykl9w38Mvg/o.jpg
green-peppercorn-sydney-2,Green Peppercorn,17,$$,False,-33.8781051617959,151.207535556106,Sydney,NSW,2000,AU,4.5,+61280807043,restaurants,https://s3-media3.fl.yelpcdn.com/bphoto/wfH3eOkqtsnc8EB-o0jc1Q/o.jpg
grilld-healthy-burgers-sydney,Grill'd Healthy Burgers,34,$,False,-33.8705591266337,151.198691445079,Sydney,NSW,2000,AU,4.0,+61292815121,restaurants,https://s3-media3.fl.yelpcdn.com/bphoto/Bcr2nMstESDs5TIooHwseA/o.jpg
hacienda-sydney-sydney,Hacienda Sydney,5,$$,False,-33.86083,151.21291,Sydney,NSW,2000,AU,4.5,+61292564000,restaurants,https://s3-media4.fl.yelpcdn.com/bphoto/r3-fv0U5oCwmUQlPNzBVrA/o.jpg
hakata-maru-ramen-sydney,Hakata-Maru Ramen,22,$,False,-33.8799521,151.2034355,Sydney,NSW,2000,AU,4.5,+61292816648,restaurants,https://s3-media2.fl.yelpcdn.com/bphoto/Tl-Gx2YcLKeXb_Acnps_QQ/o.jpg
happy-chef-seafood-and-noodles-restaurant-sydney-2,Happy Chef Seafood & Noodles Restaurant,29,$,False,-33.87835,151.2044699,Sydney,NSW,2000,AU,4.5,+61292815832,restaurants,https://s3-media3.fl.yelpcdn.com/bphoto/MWhHwQyIu1OtBGnNGOeDlw/o.jpg
haris-vegetarian-sydney,Hari's Vegetarian,9,$,False,-33.8842243447634,151.197320910806,Sydney,NSW,2007,AU,4.0,+61292121010,restaurants,https://s3-media3.fl.yelpcdn.com/bphoto/-glsOMYMOIVFEELIDJVYrg/o.jpg
hawker-sydney,Hawker,36,$$,False,-33.8764992,151.2044067,Sydney,NSW,2000,AU,4.0,+61292649315,restaurants,https://s3-media4.fl.yelpcdn.com/bphoto/KL5XtTMR5PSdCEprDC468A/o.jpg
hole-in-the-wall-sandwich-factory-sydney,Hole In The Wall: Sandwich Factory,6,$,False,-33.8686485,151.2119598,Sydney,NSW,2000,AU,4.0,+61292221755,restaurants,https://s3-media4.fl.yelpcdn.com/bphoto/pWZK3HkVgynpwwf_O7CRLw/o.jpg
holy-basil-sydney,Holy Basil,11,$$,False,-33.8766844,151.2080689,Sydney,NSW,2000,AU,4.5,+61292838284,restaurants,https://s3-media3.fl.yelpcdn.com/bphoto/5nshZQx0ci5DyLj8ZzFN8Q/o.jpg
home-thai-restaurant-sydney,Home Thai Restaurant,115,$$,False,-33.8746681,151.2041626,Sydney,NSW,2000,AU,4.5,+61292615058,restaurants,https://s3-media4.fl.yelpcdn.com/bphoto/2ruSj1rpvG5WiDKMYLW1FQ/o.jpg
hot-star-large-fried-chicken-sydney,Hot Star Large Fried Chicken,44,$,False,-33.8764024451441,151.206799737394,Sydney,NSW,2000,AU,4.0,,restaurants,https://s3-media4.fl.yelpcdn.com/bphoto/lEurS8C4g2mfMiMxz-zbFQ/o.jpg
hunter-and-barrel-sydney,Hunter & Barrel,15,$$$,False,-33.8718126222257,151.202546591549,Sydney,NSW,2000,AU,4.5,+61292649888,restaurants,https://s3-media1.fl.yelpcdn.com/bphoto/7Cr_rVpXxSq_q2yBXfUq9g/o.jpg
indu-sydney,Indu,14,$$$,False,-33.86695,151.207412,Sydney,NSW,2000,AU,4.0,+61292230158,restaurants,https://s3-media1.fl.yelpcdn.com/bphoto/uTs7qyngaiz4NPxNl34LTg/o.jpg
insomnia-kebab-and-pizza-sydney,Insomnia Kebab and Pizza,6,$,False,-33.872978,151.208801,Sydney,NSW,2000,AU,4.0,+6192648433,restaurants,https://s3-media4.fl.yelpcdn.com/bphoto/X_YA5q8ynTOLSIJBXSh46A/o.jpg
ipoh-on-york-sydney,Ipoh on York,18,$,False,-33.8695870885667,151.205912232399,Sydney,NSW,2000,AU,4.0,+61292990001,restaurants,https://s3-media1.fl.yelpcdn.com/bphoto/D5WfojIf140dA5sMALJutw/o.jpg
ipoh-town-sydney,Ipoh Town,4,$,False,-33.86278,151.207,Sydney,NSW,2000,AU,4.0,+61292520105,restaurants,https://s3-media3.fl.yelpcdn.com/bphoto/fbaln8ljWOB3hb6lDERnhQ/o.jpg
ippudo-sydney-sydney-2,Ippudo Sydney,105,$$,False,-33.87012,151.2089,Sydney,NSW,2000,AU,4.0,+61280787020,restaurants,https://s3-media3.fl.yelpcdn.com/bphoto/YZ09SQNsYgVABWX1oueAYQ/o.jpg
jamies-italian-sydney,Jamie's Italian,137,$$,False,-33.8657713129406,151.208539008388,Sydney,NSW,2000,AU,3.5,+61282409000,restaurants,https://s3-media3.fl.yelpcdn.com/bphoto/EHedwG7cScYbxVPyJCmitQ/o.jpg
kafeine-sydney-4,Kafeine,36,$,False,-33.8674021,151.2057069,Sydney,NSW,2000,AU,4.5,+61419627527,restaurants,https://s3-media2.fl.yelpcdn.com/bphoto/N5IPdvIZbj7MC8S1uogtWw/o.jpg
kingsleys-australian-steakhouse-sydney,Kingsleys Australian Steakhouse,11,$$$,False,-33.8689523740517,151.204051114619,Sydney,NSW,2000,AU,3.5,+61292955080,restaurants,https://s3-media1.fl.yelpcdn.com/bphoto/2X6vcnxrMeHYD_m2Qs7iUQ/o.jpg
la-tapa-guapa-sydney-3,La Tapa Guapa,5,N/A,False,-33.8765411,151.2059784,Sydney,NSW,2000,AU,4.0,+61280057077,restaurants,https://s3-media1.fl.yelpcdn.com/bphoto/iCi419Og_-cKVqZYLQl7JA/o.jpg
little-fish-shoppe-sydney,Little Fish Shoppe,4,$,False,-33.87177,151.20668,Sydney,NSW,2000,AU,4.0,+61292674050,restaurants,https://s3-media1.fl.yelpcdn.com/bphoto/m-U9guAWkafvaWkhl7ot6A/o.jpg
long-chim-sydney-sydney,Long Chim Sydney,6,$$$,False,-33.8670115,151.2085263,Sydney,NSW,2000,AU,4.5,+61292237999,restaurants,https://s3-media2.fl.yelpcdn.com/bphoto/vhMEx1bFq3q6_Jh9ALDKzA/o.jpg
made-in-italy-sydney,Made In Italy,16,$$,False,-33.866400102846,151.20543246546,Sydney,NSW,2000,AU,4.5,+61292990900,restaurants,https://s3-media4.fl.yelpcdn.com/bphoto/RIa1OamsiD5q_Bmz1FY7SQ/o.jpg
malay-chinese-takeaway-sydney,Malay Chinese Takeaway,48,$,False,-33.86592,151.20965,Sydney,NSW,2000,AU,4.5,+61292316788,restaurants,https://s3-media3.fl.yelpcdn.com/bphoto/cBpnbQJqZsz8colLwMhlIw/o.jpg
mamak-sydney-2,Mamak,214,$$,False,-33.877862,151.204231,Sydney,NSW,2000,AU,4.5,+61292111668,restaurants,https://s3-media4.fl.yelpcdn.com/bphoto/z_xqw49R7xFufIAN4QVo6w/o.jpg
manjits-sydney,Manjits,4,$$$,False,-33.8684616088867,151.20198059082,Sydney,NSW,2000,AU,5.0,+611300626548,restaurants,https://s3-media2.fl.yelpcdn.com/bphoto/M_VuwYIdovIrZFd0InV8uw/o.jpg
marlowes-way-sydney,Marlowe's Way,23,$,False,-33.8640014388585,151.208621263504,Sydney,NSW,2000,AU,4.0,+61432487598,restaurants,https://s3-media1.fl.yelpcdn.com/bphoto/-NP48wUxKrffQjFhaa5Mlw/o.jpg
masala-bowl-sydney-3,Masala Bowl,9,N/A,False,-33.87771,151.20778,Sydney,NSW,2000,AU,5.0,+61280417988,restaurants,https://s3-media2.fl.yelpcdn.com/bphoto/MfyRGaP1aY-E4hmLMUOR5Q/o.jpg
masuya-japanese-seafood-restaurant-sydney,Masuya Japanese Seafood Restaurant,18,$$$,False,-33.8652299,151.20996,Sydney,NSW,2000,AU,4.0,+61292352717,restaurants,https://s3-media4.fl.yelpcdn.com/bphoto/p7voiZrz5r4cMg9TGkcg4Q/o.jpg
meat-district-co-sydney,Meat District Co.,15,$$,False,-33.8666,151.2016449,Sydney,NSW,2000,AU,3.5,+61292999762,restaurants,https://s3-media3.fl.yelpcdn.com/bphoto/-sDbJiXgONWdhzT4vy05wA/o.jpg
medusa-greek-taverna-sydney,Medusa Greek Taverna,28,$$$,False,-33.8708182172134,151.204659229115,Sydney,NSW,2000,AU,4.0,+61292670799,restaurants,https://s3-media3.fl.yelpcdn.com/bphoto/hMMZntEDK9cncwdE8Onl-A/o.jpg
menya-noodle-bar-sydney-2,Menya Noodle Bar,56,$,False,-33.8712459237823,151.204539421756,Sydney,NSW,2000,AU,4.0,+61292674649,restaurants,https://s3-media4.fl.yelpcdn.com/bphoto/zqMzW4tbVlZe5hg03V37Iw/o.jpg
mercado-sydney,Mercado,12,$$$,False,-33.8664651,151.2076802,Sydney,NSW,2000,AU,4.5,+6192216444,restaurants,https://s3-media4.fl.yelpcdn.com/bphoto/nOB2Ws0Hmwczf8lU5y5tnw/o.jpg
metropolitan-hotel-sydney,Metropolitan Hotel,7,$,False,-33.86392,151.20919,Sydney,NSW,2000,AU,4.5,+61282433600,restaurants,https://s3-media3.fl.yelpcdn.com/bphoto/caX1_e-beVFaUj5sjUBudw/o.jpg
mezbah-sydney,Mezbah,5,$$,False,-33.8676337,151.2018722,Sydney,NSW,2000,AU,4.0,+61280597142,restaurants,https://s3-media4.fl.yelpcdn.com/bphoto/MFmFqnIkgcXhWY1MZBn98g/o.jpg
miso-japanese-restaurant-sydney,Miso Japanese Restaurant,13,$$,False,-33.8766529,151.20780889,Sydney,NSW,2000,AU,4.0,+61292839686,restaurants,https://s3-media4.fl.yelpcdn.com/bphoto/F-yepGrFCYsmgy5uEGaUdg/o.jpg
mr-bao-sydney,Mr. Bao,9,$,False,-33.8698209,151.2064329,Sydney,NSW,2000,AU,4.0,+61450803807,restaurants,https://s3-media3.fl.yelpcdn.com/bphoto/OqaAWDKGrVoT49H_sPsenw/o.jpg
mr-wong-sydney,Mr Wong,162,$$$,False,-33.8640594482422,151.208389282227,Sydney,NSW,2000,AU,4.0,+61292403000,restaurants,https://s3-media1.fl.yelpcdn.com/bphoto/PnKNq3R9QcuMJIcbkrz6rQ/o.jpg
méjico-sydney,Méjico,59,$$$,False,-33.865959,151.208282,Sydney,NSW,2000,AU,3.5,+61292300119,restaurants,https://s3-media3.fl.yelpcdn.com/bphoto/UBzYfIQgGwAxwk9gXkQr7g/o.jpg
nandos-sydney-4,Nando's,6,$$,False,-33.86945,151.20488,Sydney,NSW,2000,AU,4.0,+61292623384,restaurants,https://s3-media2.fl.yelpcdn.com/bphoto/rgdtkhdcKdAs60ruy8mNGw/o.jpg
neptune-palace-restaurant-sydney,Neptune Palace Restaurant,6,$$,False,-33.8613034590828,151.20925559889,Sydney,NSW,2000,AU,4.5,+61292413338,restaurants,https://s3-media3.fl.yelpcdn.com/bphoto/8X99xZjqZDSECzEwRXz2YA/o.jpg
new-shanghai-sydney-2,New Shanghai,15,$$,False,-33.870551483664,151.208820428691,Sydney,NSW,2000,AU,4.0,+61283868368,restaurants,https://s3-media2.fl.yelpcdn.com/bphoto/uxfrmLvjuf5Aw7Lm9ExyAg/o.jpg
nicks-seafood-restaurant-sydney,Nick's Seafood Restaurant,29,$$$,False,-33.866446,151.201257,Sydney,NSW,2000,AU,3.0,+611300989989,restaurants,https://s3-media4.fl.yelpcdn.com/bphoto/oo2DCJzeB8tCAsBZzSZsMg/o.jpg
nine-dragons-restaurant-sydney,Nine Dragons Restaurant,4,N/A,False,-33.878351,151.203855,Sydney,NSW,2000,AU,4.5,+61292113549,restaurants,https://s3-media3.fl.yelpcdn.com/bphoto/dfQxNERqaFvczh6vjdWYBw/o.jpg
nok-nok-thai-eating-house-sydney,Nok Nok Thai Eating House,12,$$,False,-33.874489,151.202438,Sydney,NSW,2000,AU,4.0,+61292677992,restaurants,https://s3-media1.fl.yelpcdn.com/bphoto/D6qLl_8VFqA1ePZxCc_MuQ/o.jpg
norsk-dor-sydney,Norsk Dor,8,$$$$,False,-33.8662,151.20899,Sydney,NSW,2000,AU,4.0,,restaurants,https://s3-media4.fl.yelpcdn.com/bphoto/zvp4fm7t5i0bAavq6OY0mQ/o.jpg
o-bar-and-dining-sydney,O Bar and Dining,39,$$$,False,-33.8649048499193,151.207548255854,Sydney,NSW,2000,AU,4.0,+61292479777,restaurants,https://s3-media1.fl.yelpcdn.com/bphoto/M3WwMvn7MXyMh3PNe8r77Q/o.jpg
oiden-sydney,Oiden,35,$,False,-33.8757706,151.2061157,Sydney,NSW,2000,AU,4.5,+61292671368,restaurants,https://s3-media2.fl.yelpcdn.com/bphoto/sR_xzaLiRM_9YZSNXqXTjg/o.jpg
old-growler-sydney,Old Growler,21,$$,False,-33.8748234,151.2210136,Sydney,NSW,2011,AU,4.5,+61458627266,restaurants,https://s3-media3.fl.yelpcdn.com/bphoto/mwV86ypdS8ajzv8Zn1Ffwg/o.jpg
opera-kitchen-sydney,Opera Kitchen,41,$$,False,-33.8582571386459,151.213926141323,Sydney,NSW,2000,AU,3.5,+61450099888,restaurants,https://s3-media4.fl.yelpcdn.com/bphoto/HKHjc_CU3_ifpOiqpyn_5w/o.jpg
pancakes-on-the-rocks-sydney,Pancakes on the Rocks,28,$$,False,-33.8704746396918,151.198840012706,Sydney,NSW,2000,AU,3.5,+61292803791,restaurants,https://s3-media4.fl.yelpcdn.com/bphoto/VGhpqAHq0M6DMilWpYDlog/o.jpg
panzerotti-bar-sydney,Panzerotti Bar,11,$$,False,-33.8649209418567,151.206317212818,Sydney,NSW,2000,AU,4.0,+61292901119,restaurants,https://s3-media4.fl.yelpcdn.com/bphoto/7x0VSFtdYgrMow7pupHSrg/o.jpg
pendolino-sydney,Pendolino,40,$$$,False,-33.8694191,151.2076263,Sydney,NSW,2000,AU,4.5,+61292316117,restaurants,https://s3-media4.fl.yelpcdn.com/bphoto/sUHv6hO2TD2vFS-FYsbMNA/o.jpg
pepper-lunch-sydney,Pepper Lunch,23,$,False,-33.8757706,151.2061157,Sydney,NSW,2000,AU,4.0,+61292832017,restaurants,https://s3-media3.fl.yelpcdn.com/bphoto/EiuU_zAA7WfNWfMg7-msaw/o.jpg
pie-face-sydney-2,Pie Face,12,$$,False,-33.87257,151.20893,Sydney,NSW,2000,AU,4.0,+61292673470,restaurants,https://s3-media1.fl.yelpcdn.com/bphoto/g_D4ABEM27AwnNTAD4ysVA/o.jpg
popina-sydney,Popina,3,$$,False,-33.86209,151.20986,Sydney,NSW,2000,AU,4.5,,restaurants,https://s3-media4.fl.yelpcdn.com/bphoto/uz4MY_-MZ8G0SrBrxGwIgA/o.jpg
postales-sydney-2,Postales,8,$$$,False,-33.868167,151.207632,Sydney,NSW,2000,AU,4.5,+61292297700,restaurants,https://s3-media4.fl.yelpcdn.com/bphoto/wEqwQGr630k0-KHbFFevAg/o.jpg
prime-steak-restaurant-sydney-2,Prime Steak Restaurant,21,$$$$,False,-33.867781,151.207679,Sydney,NSW,2000,AU,4.0,+61292297777,restaurants,https://s3-media1.fl.yelpcdn.com/bphoto/FXHwLmVW56Zn_iV2HGzm7Q/o.jpg
primus-hotel-sydney-sydney,Primus Hotel Sydney,3,$$,False,-33.8719224,151.2080114,Sydney,NSW,2000,AU,4.5,+61280278000,restaurants,https://s3-media2.fl.yelpcdn.com/bphoto/3E4n7OF998g9vuJordoTWA/o.jpg
rabbit-hole-bar-and-dining-sydney,Rabbit Hole Bar & Dining,24,$$,False,-33.86879,151.21069,Sydney,NSW,2000,AU,4.0,+61280842505,restaurants,https://s3-media3.fl.yelpcdn.com/bphoto/fEeI4W-6wYTaFQm6UiWc9w/o.jpg
redoak-boutique-beer-cafe-sydney,Redoak Boutique Beer Cafe,21,$$,False,-33.8697243,151.2052307,Sydney,NSW,2000,AU,4.0,+61292623303,restaurants,https://s3-media1.fl.yelpcdn.com/bphoto/3BFyXvCJwrJJaOA3ZhvabQ/o.jpg
