id,rating,time_created,text
bar-tapavino-sydney,3,2016-07-26 23:10:02,Situated close to Circular Quay and next to the Marriott Hotel in a little laneway my friends and I decided to dine here on a Saturday night.  It was...
barista-and-cook-sydney,4,2016-04-02 20:05:02,Creative menu and friendly team. Good new community option for Brek or a casual lunch. Salads are tasty and unique. Really positive refresh of the venue....
barista-and-cook-sydney,3,2016-10-19 03:14:28,Came here on invite from a friend to catch up.Having already eaten I was interested in just having a drink. Being a hot day I was after something cold and...
barista-and-cook-sydney,2,2016-10-19 02:57:59,I have nothing against healthy eating but when you mess with the classics you better make damn sure it's an improvement. I had eaten elsewhere and was...
barrio-cellar-sydney,4,2016-12-02 12:35:57,I set out on a weekday evening to meet some girlfriends to have dinner and catch up.  One of my friends picked Barrio Cellar as the venue and we all met...
barrio-cellar-sydney,4,2016-09-07 17:47:10,Work knows I don't join them for lunch unless burgers are involved. So they've taken to letting me decide the lunch locations because that way I can't pull...
barrio-cellar-sydney,4,2016-09-15 16:14:56,A friend recently took me here and I was very impressed. Love it's casual yet vibrant and busy atmosphere. Good selection of drinks from craft beers wine...
belly-bao-sydney,5,2016-09-18 19:23:30,Amazing!I am extremely happy we found Belly Bao while we were visiting Sydney. The menu looked intriguing and we figured why not try it.We were a little...
belly-bao-sydney,4,2015-09-11 03:30:37,I don't know why there isn't more reviews of Belly Bao because the food here is AMAZINGGGG! I came here on Thursday night at 7pm. Belly Bao is located...
belly-bao-sydney,5,2016-03-12 15:46:52,Awesome place. Great decor and fantastic food. It's located inside a club called "Plan B". Just FYI it's 18+ entry. Unless you book 24hrs earlier you...
bennelong-sydney-2,4,2016-10-24 10:31:41,Gorgeous! I had the opportunity to choose between Quay and Bennelong... why look at the Sydney Opera House when you can eat in it?!Make reservations in...
bennelong-sydney-2,4,2016-08-17 04:05:43,Nice service nice food and nice ambience but all within expectation. Overall you do leave pretty satisfied so all in all a good experience.The entrees...
bennelong-sydney-2,5,2016-01-20 14:12:19,Excellence in every respect.Full stop.
berta-sydney,3,2016-08-01 14:31:08,The dishes feature fresh ingredients and had just the right amount of flavour. I came here with a group of 6 and we had several dishes to share so I tried...
berta-sydney,5,2016-01-16 22:51:46,Amazing amazing place. If I could give 10 stars for the service I would. I went to Berta solo on a Friday night. Given that the menu is designed to be...
berta-sydney,5,2015-12-05 21:53:26,Atmosphere: small intimate roughly 60 seats with 2/3 falling in a small dining room and 1/3 in a small bar area adjoining the relatively open kitchen....
black-bar-and-grill-sydney,4,2017-01-01 13:30:34,Came for the New Year's Eve five course meal. Every course was intricate well balanced and beautiful. The kitchen was extremely cautious and accommodating...
black-bar-and-grill-sydney,5,2016-06-07 11:44:57,I've been all about the Australian wagyu ever since we booked our trip down under so when I came here for dinner I had to order the Wagyu Tasting for two!...
black-bar-and-grill-sydney,5,2016-11-12 05:26:25,If you're looking for some seriously good good good food in Sydney BLACK is definitely a place to wine and dine at. Amazing views of the city friendly...
blackbird-and-co-cafe-sydney,3,2016-09-18 15:21:18,I live over the road from this place I tried the coffee on the first day it opened and decided it wasn't for me. Then later I thought that I should give...
blackbird-and-co-cafe-sydney,5,2017-01-14 06:14:44,First restaurant we ate at in Sydney and it was just what we needed to start off our trip! The chicken burger and burger were both good and the fries were...
blackbird-and-co-cafe-sydney,4,2016-05-29 01:20:36,Having moved into an apartment above it was with great trepidation I entered blackbird hoping against hope that it would fulfill my cafe and caffeine needs...
blaq-piq-sydney,4,2017-01-09 11:08:04,Decent coffee in the heart of Sydney. Especially on weekends. It's a lovely little hideout that you can enjoy and relax a little. Only prob is the location...
blaq-piq-sydney,4,2016-05-05 19:16:43,With great service complimenting a trendy atmosphere a unique and affordable menu and quality offerings Blaq Pig is a fantastic breakfast/brunch...
blaq-piq-sydney,4,2016-01-28 22:43:45,Cute simple modern and clean.This place is at the corner of a very small street. I was mapping it and thought I was going to end up in some kind of...
bodhi-bar-sydney-2,5,2016-10-29 23:19:32,This is one of those epic food places that you must go to even if you aren't vegetarian. It's great for people who can't have dairy or gluten which made me...
bodhi-bar-sydney-2,4,2017-02-15 16:53:12,Whilst you "know" this is a vegetarian restaurant you still question whether you are eating prawn or chicken or pork. It is not quite helped when the...
bodhi-bar-sydney-2,4,2016-06-27 01:38:57,This all-vegan small plates restaurant boasts an auspicious location at the foot of a cathedral. For lunch at least the yum cha format entails looking on...
braza-churrascaria-sydney,4,2017-04-02 04:05:23,This is one find that was really great one because it's located in Darling Harbour area two the people at the resturant were so friendly. Third the prices...
braza-churrascaria-sydney,5,2016-10-31 06:01:15,I make it a point to do Brazas at least quarterly when I'm in town or if I'm busy travelling and I come home this is always one of my go to places....
braza-churrascaria-sydney,5,2016-06-09 18:13:16,Authentic as it gets. I am from Brazil and I can say that is the best Brazilian restaurant in Australia. Really nice side dishes to go with the BBQ meats....
burger-project-sydney,5,2016-11-12 21:40:26,I am a huge fan of Burger Project whenever I eat out for lunch that is my destination. Chilli Cheese small chilli chips and mineral water. Just the...
burger-project-sydney,4,2016-10-17 22:47:54,Ah burgers how I love thy. Burger project is guaranteed to satisfy your burger hangry craves! With a simple but tasty menu with limited choice of around...
burger-project-sydney,4,2016-05-27 20:28:17,Casual burger joint that absolutely nails it. The burgers are American to the fullest. Probably one of the best burgers I've had in sydney. Don't hesitate...
celsius-coffee-co-sydney,4,2016-02-13 02:48:11,Great little spot right at the wharf. There is limited seating so best tackled with only a small group. The coffee is their own roast and is very tasty....
celsius-coffee-co-sydney,3,2017-04-07 13:14:54,A great photo opp and a mediocre place to have lunch on the water. This breakfast/brunch/lunch location is conveniently located on the same platform as...
celsius-coffee-co-sydney,4,2016-10-07 05:04:11,A great place for breakfast brunch or lunch! Conveniently located next to Kirribilli Wharf ferry this cute little cafe is the perfect place for a...
chat-thai-sydney-5,5,2016-12-07 14:38:49,Insanely good. It's seriously spicy hot. 3 weeks in Thailand from Chiang Mai to Bangkok to Pattaya- I have never had spice this hot. Truly amazing.Great...
chat-thai-sydney-5,3,2017-02-21 05:09:33,Some of the staff was uptight.(one day for lunch didn't want to let us sit upstairs another day for dinner they gave me attitude because I asked for a...
chat-thai-sydney-5,3,2017-02-02 04:33:03,Food ordered:Fried pork bellyFried mackerelGreen curry - chickenAll good! Service from the waiting staff was good. There was an argument between...
chefs-gallery-townhall-sydney,5,2017-03-28 00:44:53,Had a wonderful meal here. Came here at 5:30 right when it opened. My friend and I were slightly overwhelmed by the extensive menu. I knew though I had to...
chefs-gallery-townhall-sydney,4,2017-03-07 23:49:25,Chefs Gallery is well known for producing great Chinese food. They have numerous locations due to the quality if their product. We visited their Town Hall...
chefs-gallery-townhall-sydney,4,2017-01-06 21:19:50,My husband and I passed this place on my first visit to Sydney cuz of cost but a good friend invited us this year so we thought it would be worth the...
chilli-cha-cha-sydney,2,2016-07-29 03:53:36,Winter hours must be different as it was CLOSED both time we tried to go! Saturday astronaut for lunch and hen again tonight about 8pm for dinner! So...
chilli-cha-cha-sydney,4,2012-08-25 01:42:09,In spite of it's silly name this place just oozes cool and fun. On the night I was there the restaurant was buzzing - packed with patrons who were clearly...
chilli-cha-cha-sydney,4,2011-11-15 06:31:46,Some friends of my mine used to think this corner spot was cursed because so many eateries that were located here came and went due to poor business....
chinese-noodle-restaurant-sydney,5,2017-01-23 01:42:19,If you like being moved around like cattle whilst being fed in the same fashion this is the place for you!Enormous servings the best of Chinese...
chinese-noodle-restaurant-sydney,5,2016-12-31 22:48:08,Can't go wrong at Chinese Noodle Restaurant near Chinatown in Sydney. Not to be confused with the place next door "Chinese Noodle House" this place does...
chinese-noodle-restaurant-sydney,5,2016-10-12 14:00:13,This establishment has become somewhat of an empire with small restaurants dotting the CBD. And rightly so!Hands down the best pork and chive dumplings in...
chophouse-sydney,4,2017-03-11 21:28:55,I have been to this place a few times now and it doesn't disappoint. Higher end steak house in the CBD that has a very good ambience. As soon as you walk...
chophouse-sydney,5,2017-02-19 11:24:41,Please excuse the pun for a title but it was just too apt. The chophouse is situated on Bligh St in the City down towards Circular Quay. This carniverous...
chophouse-sydney,2,2016-11-27 00:38:02,I got the minute steak which was not particularly flavorful on its own although it did come with what I believe was very delicious butter. My girlfriend...
cockle-bay-wharf-sydney-2,5,2014-01-27 09:08:10,So many restaurant and bars to choose from.  Not to mention there's a movie theater and a shopping area along the boardwalk and The Star casino is walking...
cockle-bay-wharf-sydney-2,3,2011-11-09 15:50:14,Cockle Bay was a Small bay in Darling Harbour to the west of central Sydney. The bay was an important site for shipping and industry during the nineteenth...
cockle-bay-wharf-sydney-2,4,2011-10-16 17:08:32,The face of Darling Park Cockle Bay Wharf brought the dismal Darling Harbour back to life. I remember the buzz when architect Eric Kuhne's 3.5 hectare...
condor-japanese-noodle-restaurant-sydney,4,2016-12-16 10:23:39,They have good Japanese Curry Hot Pot and lots of Japanese Entree and it's good. Prices are very reasonable and big serving. It's a great place for quick...
condor-japanese-noodle-restaurant-sydney,3,2016-12-12 22:46:07,First of all the place is not open in the afternoon until 5 pm. I got there at 455 pm and was told to wait. Ordered some steamed gyoza and DanDan Mien. Both...
condor-japanese-noodle-restaurant-sydney,3,2017-03-26 19:53:31,The food is pretty tasty and fresh. I had the teriyaki chicken and fried rice bento which was filling and good. I washed it down with a Sapporo.
contrabando-sydney,4,2016-06-23 17:34:12,We had a really fun evening here.  The drinks were great most of the food was really tasty (chicken quesadilla was very bland) and the waitstaff were...
contrabando-sydney,3,2016-12-01 18:00:57,This was all right. We went here on a Tuesday armed with a $19/pp all you can eat taco deal from Groupon. Though tacos on Tuesday are just $3 so unless...
contrabando-sydney,5,2016-04-26 21:04:27,I love Mexican food! Who doesn't?! I met my friend in town for business and enjoyed a divine meal with excellent service in a funky cool joint!We shared...
d-and-b-dumplings-and-beer-sydney-2,5,2016-11-02 00:43:23,5 stars from me! This is a really simple idea .... dumplings and beer lol. No more no less. The owners have taken two really simple concepts and done it...
d-and-b-dumplings-and-beer-sydney-2,4,2017-04-11 15:36:22,Got there right as they were about to close but they gladly accommodated us which was very nice of them (especially since we had just landed from a 10+hour...
d-and-b-dumplings-and-beer-sydney-2,4,2017-01-13 14:21:40,Stanley Street remains an oasis of cuisine from all around the world and Dumplings and Beer fits into the dining ecosystem perfectly. Those familiar with...
dae-jang-kum-korean-bbq-sydney,5,2017-01-24 00:06:59,Pretty good no complaints. Popular place. Will get loud. Menu is huge. I definitely recommend all the bbq things. If you don't like korean food = won't be...
dae-jang-kum-korean-bbq-sydney,4,2017-04-11 08:22:59,The food and service was excellent. Price could be better as the amount of meat you get is pretty small other than this a great place with good quality
dae-jang-kum-korean-bbq-sydney,2,2017-04-09 03:41:02,We had the cold noodle the ox bone soup a dol sot bibimbap a chicken ramen and a seafood ramen.  I have had better at other places.
din-tai-fung-dumpling-bar-sydney,4,2017-02-11 05:43:08,First of all let me just say this is probably the best food court I have ever been in! We headed up here to eat at Ipuddo when we saw DTF. Since we've...
din-tai-fung-dumpling-bar-sydney,4,2017-01-06 01:15:48,I have to say I was pretty pleased with this place given its mall location and the hordes of vacationers I experienced it with. Indeed they must be...
din-tai-fung-dumpling-bar-sydney,3,2016-11-07 13:06:23,Din Tai Fung is very popular in the US and the one closest to me often has a 3 hour wait. When I realized this location was just a couple of minutes from...
din-tai-fung-sydney-5,5,2017-01-13 02:49:48,Having eaten at Din Tai Fung elsewhere around the world the idea of one residing on the same street as me has always been electrifying. Unfortunately I'd...
din-tai-fung-sydney-5,4,2017-03-14 04:57:51,Was super excited to try this place! Came on a Friday night and surprisingly did not have to wait that long and got seated in our own table. I ordered the...
din-tai-fung-sydney-5,3,2017-02-08 02:39:11,I figure I'll give Din Tai Fung a try since I am in this side of the globe. I have been to 3 locations in California as well as the original location in...
drunken-rice-sydney,5,2013-10-21 19:15:12,Adding another star to the review because there is now a kimchi side dish (someone read this review?!).My review still the same. Cheap lunch specials...
drunken-rice-sydney,4,2014-04-30 04:39:23,Been here before and I feel like to have this short beef ribs in soy. Side dish is really good too
drunken-rice-sydney,2,2014-11-27 01:33:07,The food was cold and service was so slow! Not good place to eat! Little disappointed!
dumpling-avenue-sydney,5,2015-06-24 18:35:16,Neat brand new dumpling joint which opened today.Having determined they were not open for breakfast I staked it out until the shutters went up and pounced...
dumpling-avenue-sydney,5,2015-06-30 19:34:05,My cravings for homemade dumplings and buns were more than met!
encasa-sydney,4,2016-12-18 05:42:20,Recommended by a friend who went there recently. The booking before 9:30pm on Saturday night is full! Luckily we can get a table half an hr earlier than...
encasa-sydney,4,2016-11-15 11:32:07,Encasa is a good place to get your Spanish food on; it's got great food a good vibe and an attentive friendly staff.Even if you've never tried Spanish...
encasa-sydney,4,2016-06-23 17:30:08,The food staff and atmosphere here do not disappoint. It does get LOUD though...very loud. Came here and tried the Canary Islands special as well as the...
est-sydney,5,2016-12-27 03:12:24,Wowwwww so amazing.  Here's the best tip: come early because the place gets slammed and then service tends to slow down as would be expected.  We did the...
est-sydney,5,2015-12-09 23:01:32,Yes yes it's expensive but if you ask me worth every penny!! I am one lucky lady as my boyfriend has treated me to Est twice for special occasions and both...
est-sydney,5,2015-11-18 03:01:00,Excellent food. We had the three course lunch menu and it was divine. I had some of the best cooked lamb I have ever tried. Service was very good too and at...
feast-restaurant-sheraton-on-the-park-sydney,5,2015-07-30 01:43:43,Let's be honest - if you're coming here to have the buffet you've probably starved yourself the whole day. Don't worry I'm not judging I'm agreeing....
feast-restaurant-sheraton-on-the-park-sydney,3,2015-11-27 21:54:11,This place used to be a 5/5 rated place in my books but it hasn't made even 4 stars in the last few years. I've been coming to the Sheraton for the seafood...
feast-restaurant-sheraton-on-the-park-sydney,5,2015-07-08 23:59:56,After trying over a dozen buffets in Sydney i can honestly say this is the best one I've been to in Sydney in terms of quality variety & value for the...
felix-bistro-and-bar-sydney,5,2016-10-15 05:04:00,Went for dinner with two friends.  We were late for reservation but still able to keep our table.  Service was great which is saying a lot for Australia....
felix-bistro-and-bar-sydney,4,2017-04-02 17:02:07,Been a while since I was here after eating here a  lot when it first opened. Still an excellent restaurant  service  food were outstanding. Wine list...
felix-bistro-and-bar-sydney,5,2016-06-13 12:43:41,This is up there with the best French Bistro's on Sydney. This restaurant is comparable to any good Bisro in Paris. With its stylish decor the quality food...
fish-at-the-rocks-sydney,5,2016-10-21 23:43:40,Really enjoyed dinner when we ate here. We split an entree of mussels and they were very good. I also ordered the seafood soup and it was pleasantly spicy...
fish-at-the-rocks-sydney,5,2016-05-12 12:32:41,Small seating maybe 30 downstairs and a few more upstairs.Casual intimate and great food.I started with Sydney rock oysters au natural.  They're...
fish-at-the-rocks-sydney,5,2016-01-11 17:52:13,Absolutely love this place! Have been here many time never anything but extremely impressed and satisfied. Small out of the way and a true gem. Come...
fix-wine-bar-restaurant-sydney,5,2013-09-14 21:40:55,Great place for a low-key long lunch with an amazing wine list.  Food is always excellent with a special mention to the steak tartare (I am a little...
fix-wine-bar-restaurant-sydney,4,2015-11-24 03:04:38,It might be called Fix St James but this place needs no fixin'. Been here a few times and have always been impressed with the food and matching wine....
fix-wine-bar-restaurant-sydney,5,2016-05-14 01:05:06,This place was awesome. Went on a Friday night and it was packed. Good thing I had reservations. I had the skirt steak bone marrow and lamb potatoes....
food-on-five-food-court-sydney,5,2015-05-07 01:08:14,You can't help but think there's not a whole lot to say about a food court; BUT this is Sydney's Westfield flagship centre where the options are more...
food-on-five-food-court-sydney,4,2015-03-16 20:05:08,Had to go up to the big end of town and I thought I would wander through this place and look for lunch. I wandered through the food court down the...
food-on-five-food-court-sydney,4,2014-06-29 19:01:39,Wow this place has such an awesome variety of foods that would suit the hunger needs for for pretty much anyone who goes there. Lunch time is the busiest...
frankies-pizza-sydney,4,2017-03-28 01:40:38,Great Pizza!!When I walked in I thought I was in the wrong place more bar than pizzeria. I ordered a pizza from the bar tender when I tasted it it...
frankies-pizza-sydney,3,2017-01-14 18:31:46,Underground dive bar pizzeria extraordinaire.Late-night food in Sydney CBD seems to have died a slow death since the last time I was here. I'm guessing...
frankies-pizza-sydney,2,2016-10-28 16:27:24,This review is with a heavy heart. Nice staff and great vibe to the bar (exactly what I have seen on other reviews!). However there were a couple of...
fratelli-parlamento-sydney,4,2017-02-28 23:32:04,'Unexpected charge of $9.50 for water!'It's a shame because otherwise our experience was quite good. We were offered bread or olives before having looked...
fratelli-parlamento-sydney,4,2017-04-15 00:28:54,I came here with a huge group of people and we shared a bunch of dishes. All the vegetarian pastas were delicious the tagliatelle with meatballs was okay....
fratelli-parlamento-sydney,4,2016-04-07 16:50:18,Have heard many things about  this place so finally got to visit last night. Service was a bit slow and it looked like they were low on staff! To start we...
friggitoria-sydney,5,2016-11-21 21:01:12,It is a gem of Kings Cross. If I love here it would be my daily dining place. Love all dishes they serve no exception!
friggitoria-sydney,5,2016-03-05 14:34:43,Authentic Italian owned by adorable Italian couple. Build your own pasta is casual easy quick and full of flavor. Very well priced for the quality. Had...
friggitoria-sydney,4,2016-02-01 00:35:39,Outstanding new addition to the neighbourhood. Run by a lovely Italian chef who will happily make a suggestion or correction if you mix or mismatch an...
georges-sydney-2,5,2016-11-21 18:36:50,Amazing food! Two hungry vegetarians were very satisfied! The pumpkin gnocchi had us both doing the Yummy dance and the feta/garlic/eggplant thing was...
georges-sydney-2,3,2017-04-16 21:17:11,George's Mediterranean Bar and Grill is a greek restaurant situated on the waterfront of King St Wharf Darling Harbour. We stopped in for breakfast on a...
georges-sydney-2,4,2016-04-13 04:14:44,Why is it that whenever I go to a Greek restaurant all I want to do is order a ton of appetisers/small plates?! Well that's the route I took (yet again)...
glider-sydney,4,2016-10-31 04:14:27,A good find in Potts Point.The coffee is good.Service with a smile.Simple healthy menus.We enjoyed Sunday brunch.Interesting seating!! A bit hard to...
glider-sydney,4,2016-06-16 22:21:22,A great little cafe to catch up for a coffee with a few friends. The coffee was nice and strong and the food was also quite tasty. I would recommend the...
glider-sydney,5,2016-12-14 16:16:25,This is probably some of the best flavoured food in Potts Point. The avocado toast is probably in the top 10 I've ever had. Glider will you marry me?
gojima-sydney,4,2017-02-05 01:03:27,Went here in passing hadn't heard anything about this restaurant before. Ordered the cheese burger a malted miso and chocolate thickshake and shared a...
gojima-sydney,4,2017-01-31 20:40:12,Australia has always been famous for multicultural food bit like America :)! But if a place like this opened up 10 years ago people would be confused.. now...
gojima-sydney,5,2017-02-11 22:35:11,I actually love this place so much that I cannot even describe it well enough. Crispy rice 'burgers' filled with you choice of a filling - I went the...
gowings-bar-and-grill-sydney,4,2015-07-17 07:59:37,The octopus was amazing the duck a solid good the pavlova most beautiful but the cream to merengue ratio was off so the last bites were dry. I liked...
gowings-bar-and-grill-sydney,3,2016-12-30 15:39:30,We came here for breakfast and late dinner (at the bar) while we did a staycation here at QT Hotel. The breakfast menu is extensive mainly egg dishes....
gowings-bar-and-grill-sydney,3,2016-10-18 02:06:42,Having been here a number of times even staying here at the QT Hotel which is part of the same building - I've always had mixed experiences. Staff...
green-peppercorn-sydney-2,4,2017-03-19 22:17:35,"We might have a modern setting but the food is authentic. I'm not sous viding any meats" laughs Tona Inthavong. He's talking me through the Green...
green-peppercorn-sydney-2,2,2016-06-22 02:16:32,In summary just okay but the atmosphere was a let down. Not sure it is worth the hype. Food - reasonable prices but just okay. We had the green...
green-peppercorn-sydney-2,4,2016-01-23 19:17:02,Love it! As a Westie at heart I've been to their original restaurant at Fairfield multiple times but this was my first time to the city restaurant. A...
grilld-healthy-burgers-sydney,5,2014-11-07 18:02:04,Lamb as a burger who knew. Very tasty n fresh awesome burgerCant go wrong here Everything is great Side are good help is friendly
grilld-healthy-burgers-sydney,3,2017-02-26 20:49:48,One terrible one great so I guess 3 stars? I had the Veggie Vitality and it was the most boring beet burger I've ever had in my life. I had the mushroom...
grilld-healthy-burgers-sydney,4,2016-11-20 00:13:08,In from Canada I just had to try an authentic aussie burger with egg and beat root. I found this place on TripAdvisor and was impressed.  The service was...
hacienda-sydney-sydney,4,2017-01-07 17:08:54,Looking for a scenic location to enjoy some nibbles and drinks my husband and I found this spot via Yelp.  It sure is quite the spot to see and be seen at....
hacienda-sydney-sydney,5,2016-09-06 19:29:23,Like views? This bar takes Sydney Harbour and jams it right up in your face-business it shoves Circular Quay and the Harbour Bridge into your eyes like a...
hacienda-sydney-sydney,4,2016-10-21 23:57:32,Nice space overlooking circular quay and Sydney Harbour. Impressive collection of artisanal cocktails and small bites from around the world. We had the fish...
hakata-maru-ramen-sydney,5,2016-11-27 00:25:30,Sooooo good.. tried both the black garlic tonkotsu and tonkotsu shoyu and both were delicious. This was the first place where I actually liked the straight...
hakata-maru-ramen-sydney,5,2016-08-08 21:26:52,For the quality and cost of the food Hakata Maru's an easy 5 star.Located in a food court on the upper level of Market City... so can't say much...
hakata-maru-ramen-sydney,5,2016-05-07 21:53:42,Gold mine ! This is an honest and tasty Ramen located in Market City food court. I can't believe the value and taste payoff you get from this little food...
happy-chef-seafood-and-noodles-restaurant-sydney-2,5,2017-03-24 00:05:31,Best chicken laksa EVER. We came into the shopping center simply to wander about & kill time. I am so glad I bought a bowl of laksa to share with my fiancé...
happy-chef-seafood-and-noodles-restaurant-sydney-2,4,2017-03-15 21:46:47,This is a tiny little take-away counter in an Asian food court where competition is hot! I went on a Tuesday night around 6pm and the food court was fairly...
happy-chef-seafood-and-noodles-restaurant-sydney-2,4,2016-10-04 22:09:01,This is one of the best laksa I have ever had so far. Seafood Laksa $11.00.
haris-vegetarian-sydney,5,2017-03-08 18:57:34,Very relaxed vegan/vegetarian spot with a great wide selection of curries daal pizza salads and quick items like samosa and rolls. Definitely has a...
haris-vegetarian-sydney,2,2016-11-10 20:37:02,If you need your clean utensils skip eating in. Both the take away and other utensils are presented at the til upturned. Not only do people need to put...
haris-vegetarian-sydney,4,2017-02-10 20:40:36,Centrally located. The buffet has Indian food (though as with many buffets the food seems to sit a while under heat lamps). Not expensive by any...
hawker-sydney,4,2016-10-22 23:52:53,Came in for something sweet - had the cendol and apam balik. Yummmmm!Also had a cold milo and warm old barley water - it's actually really nice and...
hawker-sydney,3,2016-05-16 02:38:03,Yes this is another time I really want to give a 3.5 but end up rounding down... Was taken here by someone who is Malaysian so I had high hopes. According...
hawker-sydney,4,2016-03-16 23:59:42,Hawkers are very common in southeast Asia. They're basically food stalls in open spaces that sell street eats. I was expecting a food cart when I first...
hole-in-the-wall-sandwich-factory-sydney,4,2015-08-27 00:20:47,Made to order fresh tasting goodness. Yup that sums up 'A Hole in the Wall Sandwich Factory'. With three staff tucked inside the 'hole in the wall' they do...
hole-in-the-wall-sandwich-factory-sydney,3,2015-09-09 00:48:28,I've had this place bookmarked for at least a year and from the other reviews I was expecting a full blown mouthgasm from my chicken prosciutto sambo.  Sad...
hole-in-the-wall-sandwich-factory-sydney,4,2014-06-11 19:17:45,Honestly If I hadn't found this place on the internet I would have not known it existed. First the coffee they use All Press which I'm personally not a...
holy-basil-sydney,4,2016-09-23 18:16:58,Waited an extra 20 mins for our table but considering it's a Friday and we had a booking for 20 people it was understandable. Spring rolls - pretty...
holy-basil-sydney,5,2016-03-11 19:35:00,If you can't find the restaurant walk up the Shark Hotel and keep going until you see it at the end of the bar! Weird placement aside Holy Basil is an...
holy-basil-sydney,5,2015-06-24 18:57:48,haha I remember during my uni days going to the Shark Hotel for their cheap arse drinks shark in the window and bouncy bouncers. How times have...
home-thai-restaurant-sydney,5,2017-04-05 15:14:13,The best Thai food outside of Thailand!! For real! Home Thai is my favorite restaurant in Sydney... super affordable super quick amazing food!! A must go...
home-thai-restaurant-sydney,4,2017-01-12 22:23:54,If I ever come back to Sydney this place is a must return. The restaurant has a nice ambience where 2 to 4 people is a reasonable group to seat per table....
home-thai-restaurant-sydney,5,2017-04-05 14:08:43,It was recommended to try this place while visiting Sydney. This place did not disappoint. I can say it's the best Thai food I have ever had. I had the...
hot-star-large-fried-chicken-sydney,5,2016-12-12 17:59:24,Dat chicken.For a sh*tty random little hole in the wall in a random part of the city you would think wtf is this place?! Well stop judging a book by its...
hot-star-large-fried-chicken-sydney,5,2016-12-06 19:09:35,Stopped here after getting off the bus on my way back from a morning spent walking up and down strenuous beach trails. I didn't know what I wanted but I...
